value_set_name,code_system,logical_definition,code,code_description,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539177,Parathyroid Carcinoma cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-75-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539191,Cervical Cancer pM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1-52-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539192,Merkel Cell Carcinoma cM1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1b-46-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539194,Appendix Neuroendocrine Tumor cM1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1b-32-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539200,Cervical Cancer cM0 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM0-52-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539201,Gastric Neuroendocrine Tumor pM1a TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1a-29-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539205,Pheochromocytoma and Paraganglioma cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-77-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539210,Small Intestine Cancer cM0 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM0-18-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539227,Vulvar Cancer cM0 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM0-50-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539235,Testicular Cancer pM1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1b-59-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539238,Merkel Cell Carcinoma cM1a TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1a-46-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539239,Small Intestine Cancer cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-18-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539243,Prostate Cancer pM1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1b-58-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539244,Appendix Neuroendocrine Tumor cM1a TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1a-32-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539247,Laryngeal Cancer pM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1-13-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539249,Bladder Cancer cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-62-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539257,Thymic Tumor cM1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1b-35-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539258,Cutaneous Melanoma cM1c(1) TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1c(1)-47-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539269,"Papillary, Follicular, Hurthle Cell, Poorly Differentiated, and Anaplastic Thyroid Carcinoma cM0 TNM Finding by AJCC/UICC 8th edition",Measurement,NCIt,AJCC Category,S,cM0-73-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539271,Breast Cancer pM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1-48-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539272,Cutaneous Squamous Cell Carcinoma of the Head and Neck cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-15-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539275,Gastric Neuroendocrine Tumor cM1c TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1c-29-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539276,Lip and Oral Cavity Cancer cM0 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM0-7-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539279,Duodenum and Ampulla of Vater Neuroendocrine Tumor pM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1-30-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539287,Gastric Cancer cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-17-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539299,Medullary Thyroid Carcinoma pM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1-74-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539314,Appendiceal Carcinoma cM1c TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1c-19-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539317,Soft Tissue Sarcoma of the Head and Neck cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-40-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539333,Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-42-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539335,Hypopharyngeal Cancer pM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1-11.2-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539339,Lung Cancer pM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1-36-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539345,Retinoblastoma pM1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1b-68-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539350,Pancreatic Neuroendocrine Tumor pM1c TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1c-34-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539351,Jejunum and Ileum Neuroendocrine Tumor cM1a TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1a-31-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539357,Ampulla of Vater Cancer cM0 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM0-27-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539359,Colorectal Cancer pM1c TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1c-20-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539365,Merkel Cell Carcinoma cM1c TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1c-46-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539366,Cutaneous Melanoma pM1d(0) TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1d(0)-47-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539371,Appendiceal Carcinoma pM1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1b-19-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539372,Lung Cancer pM1c TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1c-36-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539375,Conjunctival Melanoma pM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1-66-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539376,Kidney Cancer cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-60-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539377,Medullary Thyroid Carcinoma cM0 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM0-74-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539380,Colorectal Cancer cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-20-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539381,Appendix Neuroendocrine Tumor cM0 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM0-32-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539384,Colorectal Neuroendocrine Tumor pM1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pM1b-33-8,2018-01-01,2099-12-31,NA
TNMDistantMetastasesCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1539390,Oropharyngeal (p16-Negative) Cancer cM1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cM1-11.1-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537693,Retinoblastoma pTX TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTX-68-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537694,Vulvar Cancer pT3 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT3-50-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537700,Adrenal Cortical Carcinoma pTX TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTX-76-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537783,Uterine Corpus Carcinoma and Carcinosarcoma pT1a TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT1a-53-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537786,Oropharyngeal (p16-Negative) Cancer pTX TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTX-11.1-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537787,Conjunctival Melanoma pT2a TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT2a-66-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537788,Intrahepatic Bile Duct Cancer pT4 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT4-23-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537789,Lung Cancer pT2b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT2b-36-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537790,Appendix Neuroendocrine Tumor pT1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT1-32-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537791,Male Penile Urethra and Female Urethra Cancer pTX TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTX-63.1-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537793,Soft Tissue Sarcoma of the Trunk and Extremities pT3 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT3-41-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537794,Kidney Cancer pTX TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTX-60-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537795,Ampulla of Vater Cancer pT1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT1-27-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537796,Retinoblastoma cT4b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cT4b-68-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537797,Pleural Malignant Mesothelioma pTX TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTX-37-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537801,Vulvar Cancer pT1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT1b-50-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537803,Prostate Cancer pT3 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT3-58-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537813,Medullary Thyroid Carcinoma pT2 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT2-74-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537816,Soft Tissue Sarcoma of the Head and Neck pT4b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT4b-40-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537817,Breast Cancer pTis (Paget) TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTis (Paget)-48-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537820,Bladder Cancer pTX TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTX-62-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537822,Uterine Corpus Carcinoma and Carcinosarcoma pT1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT1b-53-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537823,Uterine Corpus Adenosarcoma pT1c TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT1c-54.2-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537824,Conjunctival Melanoma cT2d TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cT2d-66-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537829,Breast Cancer pT4 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT4-48-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537831,Cervical Cancer pT3a TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT3a-52-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537833,Uterine Corpus Leiomyosarcoma and Endometrial Stromal Sarcoma pT3a TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT3a-54.1-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537834,Cutaneous Squamous Cell Carcinoma of the Head and Neck pT2 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT2-15-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537837,Hypopharyngeal Cancer pT3 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT3-11.2-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537838,Soft Tissue Sarcoma of the Trunk and Extremities pT2 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT2-41-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537839,Pleural Malignant Mesothelioma pT4 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT4-37-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537843,Choroidal and Ciliary Body Melanoma pT2b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT2b-67.2-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537844,Cervical Cancer pT4 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT4-52-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537850,Renal Pelvis and Ureter Cancer pTa TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTa-61-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537851,Eyelid Carcinoma pT4a TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT4a-64-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537852,Esophagus and Esophagogastric Junction Cancer pT1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT1b-16-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537855,Cutaneous Melanoma pT2 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT2-47-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537857,Spine Cancer pT3 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT3-38.2-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537861,Pelvis Cancer pT1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT1b-38.3-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537863,Lip and Oral Cavity Cancer pTis TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTis-7-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537864,"Papillary, Follicular, Hurthle Cell, Poorly Differentiated, and Anaplastic Thyroid Carcinoma pT1b TNM Finding by AJCC/UICC 8th edition",Measurement,NCIt,AJCC Category,S,pT1b-73-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537865,Ocular Adnexal Lymphoma pT1 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT1-71-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537866,Hepatocellular Carcinoma pT1b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT1b-22-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537868,Cervical Cancer cT0 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cT0-52-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537869,Lacrimal Gland Carcinoma pT4b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT4b-69-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537871,Intrahepatic Bile Duct Cancer pTis TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTis-23-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537872,Lung Cancer pT4 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT4-36-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537873,Retinoblastoma cT3b TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,cT3b-68-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537874,Perihilar Bile Duct Cancer pTX TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pTX-25-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537875,Breast Cancer pT4c TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT4c-48-8,2018-01-01,2099-12-31,NA
TNMPrimaryTumorCategoryVS,http://cancerstaging.org,includes codes from code system http://cancerstaging.org,NA,NA,1537876,Retinoblastoma pT2 TNM Finding by AJCC/UICC 8th edition,Measurement,NCIt,AJCC Category,S,pT2-68-8,2018-01-01,2099-12-31,NA
