concept_id,value_set_name,code_system,logical_definition,code,code_description,Observation,Condition,Spec Anatomic Site,Drug,Meas Value,Measurement,Specimen,"NA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[V] [N] 3515339 Specimen from anus obtained by transanal disk excision, fragmented [Nebraska Lexicon 385340002] [Specimen] [Specimen]",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515340 Breast fine needle aspirate sample [Nebraska Lexicon 309061008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515341 Specimen from soft tissue obtained by fine needle aspiration biopsy [Nebraska Lexicon 441810001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515342 Autoclave ampoule submitted as specimen [Nebraska Lexicon 16212331000119108] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515343 Specimen from urinary tract obtained by transurethral excision [Nebraska Lexicon 122668005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515344 Swab from labia [Nebraska Lexicon 472887000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515345 Specimen from adrenal gland obtained by subtotal adrenalectomy [Nebraska Lexicon 396526009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515346 Middle ear biopsy sample [Nebraska Lexicon 309167009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515347 Specimen from mediastinum obtained by fine needle aspiration biopsy [Nebraska Lexicon 432144006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515348 Specimen from renal pelvis obtained by partial nephroureterectomy [Nebraska Lexicon 397234009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515349 Skimmed milk sample [Nebraska Lexicon 258658005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515350 Bursa biopsy sample [Nebraska Lexicon 309111001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515351 Specimen from cyst [Nebraska Lexicon 119368000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515352 Specimen from thyroid obtained by total thyroidectomy [Nebraska Lexicon 399622002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515353 Blood specimen from patient [Nebraska Lexicon 122561005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515354 Vesicle fluid sample [Nebraska Lexicon 258482009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515355 Tissue specimen from ectopic pregnancy [Nebraska Lexicon 440469007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515356 Tissue specimen from skin [Nebraska Lexicon 119325001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515357 Tissue specimen obtained from extrahepatic bile ducts by biopsy [Nebraska Lexicon 369614000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515358 Paper specimen [Nebraska Lexicon 1031000124107] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515359 Synovial fluid cells [Nebraska Lexicon 264380007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515360 Swab from tooth [Nebraska Lexicon 473400004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515361 Cerebrospinal fluid specimen from ventricle of brain [Nebraska Lexicon 445372002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515362 Excised tendon sample [Nebraska Lexicon 309108002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515363 Swab obtained during autopsy [Nebraska Lexicon 446577002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515364 Viral isolate specimen [Nebraska Lexicon 430751000124105] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515365 Pericardial cytologic material [Nebraska Lexicon 110919003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515366 Plasma specimen with ethylenediamine tetraacetic acid [Nebraska Lexicon 708049000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515367 Oral cavity sample [Nebraska Lexicon 309185002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515368 Macroscopic tissue specimen [Nebraska Lexicon 430861001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515369 Specimen from right fallopian tube [Nebraska Lexicon 119384004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515370 Specimen from epidermoid cyst [Nebraska Lexicon 734333000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515371 Specimen from salivary gland obtained by biopsy [Nebraska Lexicon 433119005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515372 Blood specimen from newborn [Nebraska Lexicon 122562003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515373 Double pigtail stent submitted as specimen [Nebraska Lexicon 472937008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515374 Specimen from fistula [Nebraska Lexicon 119370009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515375 Writing paper specimen [Nebraska Lexicon 1041000124102] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515376 Ear swab sample [Nebraska Lexicon 309166000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515377 Urine specimen from bladder [Nebraska Lexicon 446130001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515378 Specimen from left lower lobe of lung obtained by bronchoalveolar lavage procedure [Nebraska Lexicon 16209771000119101] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515379 Bloody feces specimen [Nebraska Lexicon 429901000124102] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515380 Gastric ulcer sample [Nebraska Lexicon 309215004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515381 Specimen from urinary bladder obtained by anterior exenteration [Nebraska Lexicon 122669002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515382 Tissue specimen from brain [Nebraska Lexicon 128157004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515383 Eight hour urine specimen [Nebraska Lexicon 732217002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515384 Rectal snip sample [Nebraska Lexicon 258430007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515385 Specimen from uterus [Nebraska Lexicon 127479004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515386 Excised uterus and left fallopian tube and ovary sample [Nebraska Lexicon 765469005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515387 Bartholin's gland fluid specimen [Nebraska Lexicon 16215211000119100] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515388 Chorion cytologic material [Nebraska Lexicon 110961009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515389 Swab from tracheostomy wound [Nebraska Lexicon 472870002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515390 External shunt submitted as specimen [Nebraska Lexicon 16213091000119103] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515391 Specimen from sentinel lymph node [Nebraska Lexicon 441709004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515392 Popliteal cyst fluid [Nebraska Lexicon 433771000124105] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515393 Swab from ulcer [Nebraska Lexicon 472871003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515394 Swab of umbilicus [Nebraska Lexicon 445367006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515395 Specimen from vulva obtained by total vulvectomy [Nebraska Lexicon 397133009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515396 Vitreous fluid specimen [Nebraska Lexicon 258438000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515397 Umbilical cord tissue sample [Nebraska Lexicon 258436001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515398 Specimen from lip obtained by fine needle aspiration biopsy [Nebraska Lexicon 433115004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515399 Specimen from parotid gland obtained by fine needle aspiration biopsy [Nebraska Lexicon 441695007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515400 Specimen from tooth [Nebraska Lexicon 430319000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515401 Specimen from eye region [Nebraska Lexicon 433324003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515402 Specimen from dome of urinary bladder obtained by biopsy [Nebraska Lexicon 16213931000119103] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515403 Intracranial catheter submitted as specimen [Nebraska Lexicon 472922009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515404 Cerebrospinal fluid specimen obtained from Rickham reservoir [Nebraska Lexicon 473405009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515405 Specimen from nasopharyngeal mass [Nebraska Lexicon 734337004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515406 Musculoskeletal sample [Nebraska Lexicon 309104000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515407 Tissue specimen from liver [Nebraska Lexicon 128168004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515408 Synovial fluid specimen obtained by fine needle aspiration procedure [Nebraska Lexicon 16223971000119109] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515409 Endocardium biopsy sample [Nebraska Lexicon 16215731000119104] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515410 Vulval swab [Nebraska Lexicon 258523003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515411 Specimen from transplanted kidney obtained by biopsy [Nebraska Lexicon 438661003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515412 Mammary cytologic material [Nebraska Lexicon 110894008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515413 Natural heart valve sample [Nebraska Lexicon 258544003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515414 Specimen from kidney obtained by radical nephrectomy [Nebraska Lexicon 399741007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515415 Specimen from prostate obtained by radical prostatectomy [Nebraska Lexicon 122725003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515416 Tissue specimen from vagina [Nebraska Lexicon 128175003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515417 Prostate tru-cut biopsy sample [Nebraska Lexicon 309134005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515418 Upper respiratory fluid sample [Nebraska Lexicon 410581002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515419 Specimen from major salivary gland [Nebraska Lexicon 399526005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515420 Leucocyte specimen from control [Nebraska Lexicon 122585002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515421 Throat swab [Nebraska Lexicon 258529004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515422 Sputum specimen obtained by aspiration [Nebraska Lexicon 258608003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515423 Jejunal biopsy sample [Nebraska Lexicon 309219005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515424 Specimen from liver obtained by partial resection [Nebraska Lexicon 16212131000119106] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515425 Specimen from ulcer [Nebraska Lexicon 119369008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515426 Haemodialysate specimen from haemodialysis machine using water distribution system [Nebraska Lexicon 445529007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515427 Specimen from bile duct obtained by fine needle aspiration biopsy [Nebraska Lexicon 432098008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515428 Machine haemodialysate specimen obtained before mixing [Nebraska Lexicon 444623009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515429 Erythrocyte specimen from patient [Nebraska Lexicon 122583009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515430 Specimen from lung obtained by fibreoptic bronchoscopic biopsy [Nebraska Lexicon 122611008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515431 Specimen from thoracic mesothelium obtained by open thoracotomy [Nebraska Lexicon 397458006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515432 Specimen from pancreas obtained by fine needle aspiration biopsy [Nebraska Lexicon 431406009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515433 Bone biopsy sample [Nebraska Lexicon 309105004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515434 Thrombus sample [Nebraska Lexicon 309478005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515435 Specimen from right ovary obtained by oophorectomy [Nebraska Lexicon 122714007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515436 Urine specimen obtained via suprapubic indwelling urinary catheter [Nebraska Lexicon 699287008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515437 Swab from finger and/or thumb [Nebraska Lexicon 472892003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515438 Specimen from spermatic cord obtained by fine needle aspiration biopsy [Nebraska Lexicon 431696005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515439 Tears specimen [Nebraska Lexicon 122594008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515440 Smear sample [Nebraska Lexicon 258433009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515441 Specimen from mass of anterior mediastinum [Nebraska Lexicon 734342007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515442 Specimen from aorta [Nebraska Lexicon 734336008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515443 Subpreputial swab [Nebraska Lexicon 258514001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515444 Parotid gland cytologic material [Nebraska Lexicon 110932008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515445 Lymph node from regional lymph node dissection [Nebraska Lexicon 396359006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515446 Biliary fluid specimen obtained by drainage [Nebraska Lexicon 429832000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515447 Specimen from right lower lobe of lung obtained by bronchial washing procedure [Nebraska Lexicon 16215291000119109] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515448 Specimen from large intestine [Nebraska Lexicon 119381007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515449 Specimen from breast with lymph node obtained by modified radical mastectomy [Nebraska Lexicon 16211731000119101] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515450 Specimen from duodenum obtained by aspiration [Nebraska Lexicon 734427005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515451 Anal cytologic material [Nebraska Lexicon 110963007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515452 Specimen from stomach obtained by biopsy [Nebraska Lexicon 309211008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515453 Tissue specimen from ampulla of Vater [Nebraska Lexicon 127468009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515454 Haematoma sample [Nebraska Lexicon 258588005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515455 Biological spore test strip submitted as specimen [Nebraska Lexicon 446212001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515456 Effusion sample [Nebraska Lexicon 258440005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515457 Epididymis sample [Nebraska Lexicon 309140003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515458 Polyp from large intestine obtained by polypectomy [Nebraska Lexicon 122645001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515459 Specimen from skeletal muscle obtained by biopsy [Nebraska Lexicon 432058006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515460 Fluid specimen from external auditory canal [Nebraska Lexicon 732976006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515461 Vulva cytologic material [Nebraska Lexicon 110945007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515462 Bursa sample [Nebraska Lexicon 309109005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515463 Extradural lesion sample [Nebraska Lexicon 16211251000119101] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515464 Specimen obtained by wide resection [Nebraska Lexicon 425804000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515465 Ampulla of Vater biopsy sample [Nebraska Lexicon 309494003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515466 Jejunal fluid specimen from jejunostomy [Nebraska Lexicon 446906004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515467 Specimen from skin obtained by excision [Nebraska Lexicon 396355000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515468 Specimen from trophoblast [Nebraska Lexicon 399411006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515469 Prostate cytologic material [Nebraska Lexicon 110933003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515470 Partial colectomy sample [Nebraska Lexicon 309488006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515471 Swab from larynx [Nebraska Lexicon 472888005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515472 Genital fluid specimen [Nebraska Lexicon 16214171000119101] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515473 Specimen obtained by curettage [Nebraska Lexicon 258419009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515474 Lower respiratory tissue sample [Nebraska Lexicon 309170008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515475 Specimen from trachea obtained by fine needle aspiration biopsy [Nebraska Lexicon 431235004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515476 Specimen from vagus nerve [Nebraska Lexicon 438542005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515477 Specimen from trachea obtained by aspiration [Nebraska Lexicon 445447003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515478 Specimen from prostate [Nebraska Lexicon 119386002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515479 Nephrostomy catheter submitted as specimen [Nebraska Lexicon 473416002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515480 Haemodialysate specimen from haemodialysis machine using reverse osmosis system [Nebraska Lexicon 445384000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515481 Body fluid specimen obtained via sump drain [Nebraska Lexicon 446562005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515482 Specimen of unknown material [Nebraska Lexicon 119324002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515483 Specimen from cerebellum [Nebraska Lexicon 443498007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515484 Intrauterine contraceptive device submitted as specimen [Nebraska Lexicon 473415003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515485 Specimen from bite wound [Nebraska Lexicon 445611000124106] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515486 Urine specimen obtained by single catheterization of bladder [Nebraska Lexicon 447589008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515487 Swab from Bartholin gland [Nebraska Lexicon 472878009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3515488 Specimen from lymph node obtained by staging laparotomy [Nebraska Lexicon 397438005] [Specimen] [Specimen],NA
